Nomination Number,URL,Congress,Name,Organization,Description,Role,District/Location,Date Received From President,Committee,Latest Action Date,Latest Action,Vote Margin,Record Vote Number,,Length of Confirmation Proceedings,President,Majority,Deliniation,In Favor,Against,Margin
PN512,https://www.congress.gov/nomination/116th-congress/512,116th Congress (2019-2020),Brantley Starr,The Judiciary,"Brantley Starr, of Texas, ", United States District Judge , Northern District of Texas,3/11/2019,Judiciary,7/31/2019,Confirmed by the Senate by Yea-Nay Vote, 51 - 39, Record Vote Number: 255,,142,4. Trump,Republican,,51,39,12
PN511,https://www.congress.gov/nomination/116th-congress/511,116th Congress (2019-2020),Stephanie Dawkins Davis,The Judiciary,"Stephanie Dawkins Davis, of Michigan, ", United States District Judge , Eastern District of Michigan,3/11/2019,Judiciary,12/19/2019,Confirmed by the Senate by Voice Vote,,,,283,4. Trump,Republican,,,,0
PN510,https://www.congress.gov/nomination/116th-congress/510,116th Congress (2019-2020),Jeffrey Vincent Brown,The Judiciary,"Jeffrey Vincent Brown, of Texas, ", United States District Judge , Southern District of Texas,3/11/2019,Judiciary,7/31/2019,Confirmed by the Senate by Yea-Nay Vote, 50 - 40, Record Vote Number: 254,,142,4. Trump,Republican,,50,40,10
PN509,https://www.congress.gov/nomination/116th-congress/509,116th Congress (2019-2020),Michael S. Bogren,The Judiciary,"Michael S. Bogren, of Michigan, ", United States District Judge , Western District of Michigan,3/11/2019,Judiciary,6/26/2019,Received message of withdrawal of nomination from the President,,,,107,4. Trump,Republican,,,,0
PN456,https://www.congress.gov/nomination/116th-congress/456,116th Congress (2019-2020),David Austin Tapp,The Judiciary,"David Austin Tapp, of Kentucky, ", a Judge of the United States Court of Federal Claims for a term of fifteen years,,3/5/2019,Judiciary,11/5/2019,Confirmed by the Senate by Yea-Nay Vote, 85 - 8, Record Vote Number: 344,,245,4. Trump,Republican,,85,8,77
PN455,https://www.congress.gov/nomination/116th-congress/455,116th Congress (2019-2020),Matthew H. Solomson,The Judiciary,"Matthew H. Solomson, of Maryland, ", a Judge of the United States Court of Federal Claims for a term of fifteen years,,3/5/2019,Judiciary,1/8/2020,Confirmed by the Senate by Yea-Nay Vote, 89 - 8, Record Vote Number: 6,,309,4. Trump,Republican,,89,8,81
PN454,https://www.congress.gov/nomination/116th-congress/454,116th Congress (2019-2020),Jason K. Pulliam,The Judiciary,"Jason K. Pulliam, of Texas, ", United States District Judge , Western District of Texas,3/5/2019,Judiciary,7/31/2019,Confirmed by the Senate by Yea-Nay Vote, 54 - 36, Record Vote Number: 256,,148,4. Trump,Republican,,54,36,18
PN453,https://www.congress.gov/nomination/116th-congress/453,116th Congress (2019-2020),Stephanie L. Haines,The Judiciary,"Stephanie L. Haines, of Pennsylvania, ", United States District Judge , Western District of Pennsylvania,3/5/2019,Judiciary,9/11/2019,Confirmed by the Senate by Yea-Nay Vote, 94 - 0, Record Vote Number: 276,,190,4. Trump,Republican,,94,0,94
PN450,https://www.congress.gov/nomination/116th-congress/450,116th Congress (2019-2020),Robert J. Colville,The Judiciary,"Robert J. Colville, of Pennsylvania, ", United States District Judge , Western District of Pennsylvania,3/5/2019,Judiciary,12/19/2019,Confirmed by the Senate by Yea-Nay Vote, 66 - 27, Record Vote Number: 424,,289,4. Trump,Republican,,66,27,39
PN373,https://www.congress.gov/nomination/116th-congress/373,116th Congress (2019-2020),Kenneth Kiyul Lee,The Judiciary,"Kenneth Kiyul Lee, of California, ", United States Circuit Judge , Ninth Circuit,2/6/2019,Judiciary,5/15/2019,Confirmed by the Senate by Yea-Nay Vote, 52 - 45, Record Vote Number: 110,,98,4. Trump,Republican,,52,45,7
PN372,https://www.congress.gov/nomination/116th-congress/372,116th Congress (2019-2020),Daniel P. Collins,The Judiciary,"Daniel P. Collins, of California, ", United States Circuit Judge , Ninth Circuit,2/6/2019,Judiciary,5/21/2019,Confirmed by the Senate by Yea-Nay Vote, 53 - 46, Record Vote Number: 118,,104,4. Trump,Republican,,53,46,7
PN371,https://www.congress.gov/nomination/116th-congress/371,116th Congress (2019-2020),Patrick J. Bumatay,The Judiciary,"Patrick J. Bumatay, of California, ", United States District Judge , Southern District of California,2/6/2019,Judiciary,10/15/2019,Received message of withdrawal of nomination from the President,,,,251,4. Trump,Republican,,,,0
PN370,https://www.congress.gov/nomination/116th-congress/370,116th Congress (2019-2020),Daniel Aaron Bress,The Judiciary,"Daniel Aaron Bress, of California, ", United States Circuit Judge , Ninth Circuit,2/6/2019,Judiciary,7/9/2019,Confirmed by the Senate by Yea-Nay Vote, 53 - 45, Record Vote Number: 191,,153,4. Trump,Republican,,53,45,8
PN259,https://www.congress.gov/nomination/116th-congress/259,116th Congress (2019-2020),John Milton Younge,The Judiciary,"John Milton Younge, of Pennsylvania, ", United States District Judge , Eastern District of Pennsylvania,1/23/2019,Judiciary,7/31/2019,Confirmed by the Senate by Voice Vote,,,,189,4. Trump,Republican,,,,0
PN258,https://www.congress.gov/nomination/116th-congress/258,116th Congress (2019-2020),Patrick R. Wyrick,The Judiciary,"Patrick R. Wyrick, of Oklahoma, ", United States District Judge , Western District of Oklahoma,1/23/2019,Judiciary,4/9/2019,Confirmed by the Senate by Yea-Nay Vote, 53 - 47, Record Vote Number: 68,,76,4. Trump,Republican,,53,47,6
PN257,https://www.congress.gov/nomination/116th-congress/257,116th Congress (2019-2020),Joshua Wolson,The Judiciary,"Joshua Wolson, of Pennsylvania, ", United States District Judge , Eastern District of Pennsylvania,1/23/2019,Judiciary,5/2/2019,Confirmed by the Senate by Yea-Nay Vote, 65 - 33, Record Vote Number: 93,,99,4. Trump,Republican,,65,33,32
PN256,https://www.congress.gov/nomination/116th-congress/256,116th Congress (2019-2020),Allen Cothrel Winsor,The Judiciary,"Allen Cothrel Winsor, of Florida, ", United States District Judge , Northern District of Florida,1/23/2019,Judiciary,6/19/2019,Confirmed by the Senate by Yea-Nay Vote, 54 - 44, Record Vote Number: 173,,147,4. Trump,Republican,,54,44,10
PN255,https://www.congress.gov/nomination/116th-congress/255,116th Congress (2019-2020),T. Kent Wetherell II,The Judiciary,"T. Kent Wetherell II, of Florida, ", United States District Judge , Northern District of Florida,1/23/2019,Judiciary,7/10/2019,Confirmed by the Senate by Yea-Nay Vote, 78 - 15, Record Vote Number: 195,,168,4. Trump,Republican,,78,15,63
PN254,https://www.congress.gov/nomination/116th-congress/254,116th Congress (2019-2020),Wendy Vitter,The Judiciary,"Wendy Vitter, of Louisiana, ", United States District Judge , Eastern District of Louisiana,1/23/2019,Judiciary,5/16/2019,Confirmed by the Senate by Yea-Nay Vote, 52 - 45, Record Vote Number: 114,,113,4. Trump,Republican,,52,45,7
PN253,https://www.congress.gov/nomination/116th-congress/253,116th Congress (2019-2020),Michael J. Truncale,The Judiciary,"Michael J. Truncale, of Texas, ", United States District Judge , Eastern District of Texas,1/23/2019,Judiciary,5/14/2019,Confirmed by the Senate by Yea-Nay Vote, 49 - 46, Record Vote Number: 108,,111,4. Trump,Republican,,49,46,3
PN252,https://www.congress.gov/nomination/116th-congress/252,116th Congress (2019-2020),Rodney Smith,The Judiciary,"Rodney Smith, of Florida, ", United States District Judge , Southern District of Florida,1/23/2019,Judiciary,6/12/2019,Confirmed by the Senate by Yea-Nay Vote, 78 - 18, Record Vote Number: 157,,140,4. Trump,Republican,,78,18,60
PN251,https://www.congress.gov/nomination/116th-congress/251,116th Congress (2019-2020),Allison Jones Rushing,The Judiciary,"Allison Jones Rushing, of North Carolina, ", United States Circuit Judge , Fourth Circuit,1/23/2019,Judiciary,3/5/2019,Confirmed by the Senate by Yea-Nay Vote, 53 - 44, Record Vote Number: 35,,41,4. Trump,Republican,,53,44,9
PN250,https://www.congress.gov/nomination/116th-congress/250,116th Congress (2019-2020),Rodolfo Armando Ruiz II,The Judiciary,"Rodolfo Armando Ruiz II, of Florida, ", United States District Judge , Southern District of Florida,1/23/2019,Judiciary,5/2/2019,Confirmed by the Senate by Yea-Nay Vote, 90 - 8, Record Vote Number: 91,,99,4. Trump,Republican,,90,8,82
PN249,https://www.congress.gov/nomination/116th-congress/249,116th Congress (2019-2020),Timothy M. Reif,The Judiciary,"Timothy M. Reif, of the District of Columbia, ", a Judge of the United States Court of International Trade,,1/23/2019,Judiciary,8/1/2019,Confirmed by the Senate by Voice Vote,,,,190,4. Trump,Republican,,,,0
PN248,https://www.congress.gov/nomination/116th-congress/248,116th Congress (2019-2020),Chad A. Readler,The Judiciary,"Chad A. Readler, of Ohio, ", United States Circuit Judge , Sixth Circuit,1/23/2019,Judiciary,3/6/2019,Confirmed by the Senate by Yea-Nay Vote, 52 - 47, Record Vote Number: 37,,42,4. Trump,Republican,,52,47,5
PN247,https://www.congress.gov/nomination/116th-congress/247,116th Congress (2019-2020),Neomi J. Rao,The Judiciary,"Neomi J. Rao, of the District of Columbia, ", United States Circuit Judge , District of Columbia Circuit,1/23/2019,Judiciary,3/13/2019,Confirmed by the Senate by Yea-Nay Vote, 53 - 46, Record Vote Number: 44,,49,4. Trump,Republican,,53,46,7
PN246,https://www.congress.gov/nomination/116th-congress/246,116th Congress (2019-2020),J. Nicholas Ranjan,The Judiciary,"J. Nicholas Ranjan, of Pennsylvania, ", United States District Judge , Western District of Pennsylvania,1/23/2019,Judiciary,7/10/2019,Confirmed by the Senate by Yea-Nay Vote, 80 - 14, Record Vote Number: 196,,168,4. Trump,Republican,,80,14,66
PN245,https://www.congress.gov/nomination/116th-congress/245,116th Congress (2019-2020),Michael H. Park,The Judiciary,"Michael H. Park, of New York, ", United States Circuit Judge , Second Circuit,1/23/2019,Judiciary,5/9/2019,Confirmed by the Senate by Yea-Nay Vote, 52 - 41, Record Vote Number: 106,,106,4. Trump,Republican,,52,41,11
PN244,https://www.congress.gov/nomination/116th-congress/244,116th Congress (2019-2020),Howard C. Nielson Jr.,The Judiciary,"Howard C. Nielson, Jr., of Utah, ", United States District Judge , District of Utah,1/23/2019,Judiciary,5/22/2019,Confirmed by the Senate by Yea-Nay Vote, 51 - 47, Record Vote Number: 123,,119,4. Trump,Republican,,51,47,4
PN243,https://www.congress.gov/nomination/116th-congress/243,116th Congress (2019-2020),Carl J. Nichols,The Judiciary,"Carl J. Nichols, of the District of Columbia, ", United States District Judge , District of Columbia,1/23/2019,Judiciary,5/22/2019,Confirmed by the Senate by Yea-Nay Vote, 55 - 43, Record Vote Number: 125,,119,4. Trump,Republican,,55,43,12
PN242,https://www.congress.gov/nomination/116th-congress/242,116th Congress (2019-2020),Eric E. Murphy,The Judiciary,"Eric E. Murphy, of Ohio, ", United States Circuit Judge , Sixth Circuit,1/23/2019,Judiciary,3/7/2019,Confirmed by the Senate by Yea-Nay Vote, 52 - 46, Record Vote Number: 39,,43,4. Trump,Republican,,52,46,6
PN241,https://www.congress.gov/nomination/116th-congress/241,116th Congress (2019-2020),Sarah Daggett Morrison,The Judiciary,"Sarah Daggett Morrison, of Ohio, ", United States District Judge , Southern District of Ohio,1/23/2019,Judiciary,6/11/2019,Confirmed by the Senate by Yea-Nay Vote, 89 - 7, Record Vote Number: 149,,139,4. Trump,Republican,,89,7,82
PN240,https://www.congress.gov/nomination/116th-congress/240,116th Congress (2019-2020),David Steven Morales,The Judiciary,"David Steven Morales, of Texas, ", United States District Judge , Southern District of Texas,1/23/2019,Judiciary,4/10/2019,Confirmed by the Senate by Yea-Nay Vote, 56 - 41, Record Vote Number: 75,,77,4. Trump,Republican,,56,41,15
PN239,https://www.congress.gov/nomination/116th-congress/239,116th Congress (2019-2020),Eric D. Miller,The Judiciary,"Eric D. Miller, of Washington, ", United States Circuit Judge , Ninth Circuit,1/23/2019,Judiciary,2/26/2019,Confirmed by the Senate by Yea-Nay Vote, 53 - 46, Record Vote Number: 29,,34,4. Trump,Republican,,53,46,7
PN238,https://www.congress.gov/nomination/116th-congress/238,116th Congress (2019-2020),Matthew Walden McFarland,The Judiciary,"Matthew Walden McFarland, of Ohio, ", United States District Judge , Southern District of Ohio,1/23/2019,Judiciary,12/18/2019,Confirmed by the Senate by Yea-Nay Vote, 56 - 38, Record Vote Number: 402,,329,4. Trump,Republican,,56,38,18
PN237,https://www.congress.gov/nomination/116th-congress/237,116th Congress (2019-2020),Corey Landon Maze,The Judiciary,"Corey Landon Maze, of Alabama, ", United States District Judge , Northern District of Alabama,1/23/2019,Judiciary,6/12/2019,Confirmed by the Senate by Yea-Nay Vote, 62 - 34, Record Vote Number: 156,,140,4. Trump,Republican,,62,34,28
PN236,https://www.congress.gov/nomination/116th-congress/236,116th Congress (2019-2020),Paul B. Matey,The Judiciary,"Paul B. Matey, of New Jersey, ", United States Circuit Judge , Third Circuit,1/23/2019,Judiciary,3/12/2019,Confirmed by the Senate by Yea-Nay Vote, 54 - 45, Record Vote Number: 42,,48,4. Trump,Republican,,54,45,9
PN235,https://www.congress.gov/nomination/116th-congress/235,116th Congress (2019-2020),Thomas Marcelle,The Judiciary,"Thomas Marcelle, of New York, ", United States District Judge , Northern District of New York,1/23/2019,Judiciary,9/19/2019,Received message of withdrawal of nomination from the President,,,,239,4. Trump,Republican,,,,0
PN234,https://www.congress.gov/nomination/116th-congress/234,116th Congress (2019-2020),Damon Ray Leichty,The Judiciary,"Damon Ray Leichty, of Indiana, ", United States District Judge , Northern District of Indiana,1/23/2019,Judiciary,7/10/2019,Confirmed by the Senate by Yea-Nay Vote, 85 - 10, Record Vote Number: 197,,168,4. Trump,Republican,,85,10,75
PN233,https://www.congress.gov/nomination/116th-congress/233,116th Congress (2019-2020),Matthew J. Kacsmaryk,The Judiciary,"Matthew J. Kacsmaryk, of Texas, ", United States District Judge , Northern District of Texas,1/23/2019,Judiciary,6/19/2019,Confirmed by the Senate by Yea-Nay Vote, 52 - 46, Record Vote Number: 172,,147,4. Trump,Republican,,52,46,6
PN232,https://www.congress.gov/nomination/116th-congress/232,116th Congress (2019-2020),Karin J. Immergut,The Judiciary,"Karin J. Immergut, of Oregon, ", United States District Judge , District of Oregon,1/23/2019,Judiciary,7/31/2019,Confirmed by the Senate by Voice Vote,,,,189,4. Trump,Republican,,,,0
PN231,https://www.congress.gov/nomination/116th-congress/231,116th Congress (2019-2020),Ryan T. Holte,The Judiciary,"Ryan T. Holte, of Ohio, ", a Judge of the United States Court of Federal Claims for a term of fifteen years,,1/23/2019,Judiciary,6/10/2019,Confirmed by the Senate by Yea-Nay Vote, 60 - 35, Record Vote Number: 145,,138,4. Trump,Republican,,60,35,25
PN230,https://www.congress.gov/nomination/116th-congress/230,116th Congress (2019-2020),Richard A. Hertling,The Judiciary,"Richard A. Hertling, of Maryland, ", a Judge of the United States Court of Federal Claims for a term of fifteen years,,1/23/2019,Judiciary,6/10/2019,Confirmed by the Senate by Yea-Nay Vote, 69 - 27, Record Vote Number: 147,,138,4. Trump,Republican,,69,27,42
PN229,https://www.congress.gov/nomination/116th-congress/229,116th Congress (2019-2020),Philip M. Halpern,The Judiciary,"Philip M. Halpern, of New York, ", United States District Judge , Southern District of New York,1/23/2019,Judiciary,2/12/2020,Confirmed by the Senate by Yea-Nay Vote, 77 - 19, Record Vote Number: 44,,385,4. Trump,Republican,,77,19,58
PN228,https://www.congress.gov/nomination/116th-congress/228,116th Congress (2019-2020),Daniel Desmond Domenico,The Judiciary,"Daniel Desmond Domenico, of Colorado, ", United States District Judge , District of Colorado,1/23/2019,Judiciary,4/9/2019,Confirmed by the Senate by Yea-Nay Vote, 57 - 42, Record Vote Number: 66,,76,4. Trump,Republican,,57,42,15
PN227,https://www.congress.gov/nomination/116th-congress/227,116th Congress (2019-2020),Clifton L. Corker,The Judiciary,"Clifton L. Corker, of Tennessee, ", United States District Judge , Eastern District of Tennessee,1/23/2019,Judiciary,7/18/2019,Confirmed by the Senate by Yea-Nay Vote, 55 - 39, Record Vote Number: 216,,176,4. Trump,Republican,,55,39,16
PN226,https://www.congress.gov/nomination/116th-congress/226,116th Congress (2019-2020),Stephen R. Clark Sr.,The Judiciary,"Stephen R. Clark, Sr., of Missouri, ", United States District Judge , Eastern District of Missouri,1/23/2019,Judiciary,5/22/2019,Confirmed by the Senate by Yea-Nay Vote, 53 - 45, Record Vote Number: 124,,119,4. Trump,Republican,,53,45,8
PN225,https://www.congress.gov/nomination/116th-congress/225,116th Congress (2019-2020),James David Cain Jr.,The Judiciary,"James David Cain, Jr., of Louisiana, ", United States District Judge , Western District of Louisiana,1/23/2019,Judiciary,6/19/2019,Confirmed by the Senate by Yea-Nay Vote, 77 - 21, Record Vote Number: 174,,147,4. Trump,Republican,,77,21,56
PN224,https://www.congress.gov/nomination/116th-congress/224,116th Congress (2019-2020),Brian C. Buescher,The Judiciary,"Brian C. Buescher, of Nebraska, ", United States District Judge , District of Nebraska,1/23/2019,Judiciary,7/24/2019,Confirmed by the Senate by Yea-Nay Vote, 51 - 40, Record Vote Number: 229,,182,4. Trump,Republican,,51,40,11
